11368,6.974,81,58,81,63,,58,63
11469,7.075,80,68,80,60,,68,60
11570,7.176,80,71,81,65,,71,65
11672,7.278,79,81,79,61,,81,61
11773,7.379,54,120,55,120,,364,341
11874,7.48,58,120,58,120,,326,322
11975,7.581,62,120,62,120,,261,259
12077,7.683,65,120,65,120,,202,201
12178,7.784,68,120,68,120,,154,153
12279,7.885,71,120,71,120,,126,125
12380,7.986,73,114,73,115,,114,115
12482,8.088,76,86,76,88,,86,88
12583,8.189,78,75,78,66,,75,66
12684,8.29,78,58,79,58,,58,58
12785,8.391,57,66,57,59,,66,59
12886,8.492,53,120,54,120,,351,329
12988,8.594,56,120,57,120,,322,311
13089,8.695,60,120,61,120,,256,243
13190,8.796,63,120,65,120,,198,192
13292,8.898,67,120,68,120,,159,155
13393,8.999,69,120,71,120,,128,127
13494,9.1,72,106,73,100,,106,100
13595,9.201,75,84,75,79,,84,79
13697,9.303,77,80,78,70,,80,70
13798,9.404,78,54,78,69,,54,69
13899,9.505,78,74,78,63,,74,63
14000,9.606,77,62,78,58,,62,58
14102,9.708,78,71,78,64,,71,64
14203,9.809,77,72,78,66,,72,66
14304,9.91,57,81,58,65,,81,65
14405,10.011,53,120,53,120,,350,342
14507,10.113,59,120,58,120,,254,259
14608,10.214,63,120,62,120,,200,198
14709,10.315,65,120,65,120,,164,163
14810,10.416,68,120,68,120,,136,134
14912,10.518,71,110,72,103,,110,103
15013,10.619,73,96,74,86,,96,86
15114,10.72,76,75,76,70,,75,70
15215,10.821,77,65,78,57,,65,57
15317,10.923,79,53,79,53,,53,53
15418,11.024,77,78,77,72,,78,72
15519,11.125,78,64,78,68,,64,68
15620,11.226,76,87,78,70,,87,70
15722,11.328,51,120,53,120,,359,336
15823,11.429,56,120,56,120,,314,308
15924,11.53,59,120,60,120,,251,246
16025,11.631,62,120,63,120,,203,192
16127,11.733,66,120,67,120,,176,176
16228,11.834,68,120,69,120,,131,127
16329,11.935,72,99,73,94,,99,94
16430,12.036,74,82,75,80,,82,80
16532,12.138,76,66,77,63,,66,63
16633,12.239,77,59,77,61,,59,61
16734,12.34,77,70,78,63,,70,63
16835,12.441,77,73,78,57,,73,57
16937,12.543,77,74,77,77,,74,77
17038,12.644,68,120,67,120,,174,179
17139,12.745,55,120,53,120,,322,335
17240,12.846,58,120,58,120,,295,306
17342,12.948,62,120,61,120,,223,225
17443,13.049,65,120,65,120,,177,174
17544,13.15,69,120,68,120,,135,138
17645,13.251,71,109,71,110,,109,110
17747,13.353,73,95,73,94,,95,94
17848,13.454,76,75,75,85,,75,85
17949,13.555,77,74,77,66,,74,66
18050,13.656,77,72,79,52,,72,52
18152,13.758,77,76,78,67,,76,67
18253,13.859,78,67,79,54,,67,54
18354,13.96,80,57,79,62,,57,62
18455,14.061,79,68,79,62,,68,62
18556,14.162,54,120,51,120,,333,353
18658,14.264,55,120,54,120,,344,350
18759,14.365,59,120,58,120,,280,282
18860,14.466,62,120,61,120,,221,218
18962,14.568,65,120,64,120,,178,177
19063,14.669,68,120,67,120,,145,141
19164,14.77,70,120,71,120,,123,122
19265,14.871,73,104,73,100,,104,100
19367,14.973,75,91,76,86,,91,86
19468,15.074,77,72,77,67,,72,67
19569,15.175,78,59,78,53,,59,53
19670,15.276,78,58,77,65,,58,65
19771,15.377,77,69,78,55,,69,55
19873,15.479,76,74,77,70,,74,70
19974,15.58,70,77,71,67,,77,67
20075,15.681,51,120,52,120,,372,364
20177,15.783,55,120,55,120,,337,334
20278,15.884,59,120,59,120,,269,266
20379,15.985,63,120,63,120,,215,212
20480,16.086,65,120,65,120,,177,167
20582,16.188,68,120,69,120,,139,135
20683,16.289,71,114,71,112,,114,112
20784,16.39,74,95,74,91,,95,91
20885,16.491,76,81,76,83,,81,83
20986,16.592,78,64,79,60,,64,60
21088,16.694,77,62,78,69,,62,69
21189,16.795,78,72,79,55,,72,55
21290,16.896,77,69,77,63,,69,63
21391,16.997,67,72,68,54,,72,54
21493,17.099,51,120,51,120,,380,356
21594,17.2,54,120,53,120,,363,358
21695,17.301,58,120,58,120,,274,277
21797,17.403,61,120,61,120,,210,215
21898,17.504,64,120,65,120,,165,170
21999,17.605,67,120,67,120,,159,155
22100,17.706,71,119,71,117,,119,117
22201,17.807,72,108,72,107,,108,107
22303,17.909,75,86,76,83,,86,83
22404,18.01,76,70,77,67,,70,67
22505,18.111,76,52,77,47,,52,47
22607,18.213,77,68,79,53,,68,53
22708,18.314,77,71,78,64,,71,64
22809,18.415,51,120,52,120,,354,334
22910,18.516,53,120,54,120,,334,323
23012,18.618,57,120,58,120,,272,262
23113,18.719,61,120,61,120,,232,224
23214,18.82,63,120,64,120,,177,168
23315,18.921,66,120,67,120,,143,134
23417,19.023,69,120,71,106,,120,106
23518,19.124,71,104,72,100,,104,100
23619,19.225,74,89,75,82,,89,82
23720,19.326,76,68,77,59,,68,59
23822,19.428,77,64,79,50,,64,50
23923,19.529,78,63,77,66,,63,66
24024,19.63,77,73,78,61,,73,61
24125,19.731,51,120,52,120,,346,336
24227,19.833,53,120,54,120,,330,327
24328,19.934,57,120,58,120,,267,255
24429,20.035,60,120,61,120,,214,206
24530,20.136,63,120,65,120,,172,163
24632,20.238,66,120,67,120,,144,134
24733,20.339,69,120,70,112,,125,112
24834,20.44,71,107,72,106,,107,106
24935,20.541,74,90,75,83,,90,83
25037,20.643,77,68,78,58,,68,58
25138,20.744,78,61,78,61,,61,61
25239,20.845,77,74,79,46,,74,46
25340,20.946,78,65,77,73,,65,73
25442,21.048,78,67,78,66,,67,66
25543,21.149,57,72,59,71,,72,71
25644,21.25,51,120,52,120,,357,343
25745,21.351,54,120,55,120,,331,320
25847,21.453,57,120,60,120,,269,245
25948,21.554,61,120,63,120,,210,192
26049,21.655,64,120,66,120,,170,157
26150,21.756,67,120,69,120,,136,125
26252,21.858,70,113,71,114,,113,114
26353,21.959,73,114,74,104,,114,104
26454,22.06,75,85,76,80,,85,80
26555,22.161,76,74,78,67,,74,67
26657,22.263,77,65,79,59,,65,59
26758,22.364,66,64,66,66,,64,66
26859,22.465,52,120,53,120,,356,345
26960,22.566,54,120,56,120,,342,324
27062,22.668,59,120,60,120,,273,257
27163,22.769,62,120,63,120,,219,206
27264,22.87,65,120,66,120,,174,163
27365,22.971,67,120,69,120,,137,133
27467,23.073,70,120,72,115,,121,115
27568,23.174,72,102,74,98,,102,98
27669,23.275,75,92,77,83,,92,83
27770,23.376,77,74,77,65,,74,65
27872,23.478,78,73,78,60,,73,60
27973,23.579,77,69,79,65,,69,65
28074,23.68,77,64,79,63,,64,63
28175,23.781,49,120,50,120,,235,237
28277,23.883,53,120,54,120,,364,352
28378,23.984,57,120,57,120,,309,301
28479,24.085,60,120,60,120,,243,237
28580,24.186,62,120,64,120,,194,189
28682,24.288,66,120,67,120,,160,157
28783,24.389,69,120,70,120,,136,129
28884,24.49,70,120,72,111,,122,111
28985,24.591,73,101,74,90,,101,90
29087,24.693,76,90,77,76,,90,76
29188,24.794,77,75,78,59,,75,59
29289,24.895,78,62,78,55,,62,55
29390,24.996,77,54,78,64,,54,64
29491,25.097,51,120,51,120,,251,250
29593,25.199,54,120,55,120,,346,327
29694,25.3,58,120,59,120,,293,281
29795,25.401,61,120,63,120,,236,223
29896,25.502,64,120,66,120,,193,182
29998,25.604,66,120,68,120,,161,151
30099,25.705,69,120,70,119,,135,119
30200,25.806,71,110,73,97,,110,97
30302,25.908,74,104,76,89,,104,89
30403,26.009,76,81,78,69,,81,69
30504,26.11,78,75,78,64,,75,64
30605,26.211,78,57,78,61,,57,61
30707,26.313,78,72,78,63,,72,63
30808,26.414,78,79,78,69,,79,69
30909,26.515,76,89,77,78,,89,78
31010,26.616,79,66,79,63,,66,63
31112,26.718,79,65,79,65,,65,65
31213,26.819,78,75,79,64,,75,64
31314,26.92,50,120,51,120,,376,361
31415,27.021,53,120,54,120,,344,340
31516,27.122,57,120,57,120,,271,272
31618,27.224,61,120,61,120,,213,214
31719,27.325,64,120,64,120,,175,177
31820,27.426,67,120,67,120,,160,155
31922,27.528,69,120,70,118,,129,118
32023,27.629,72,119,72,115,,119,115
32124,27.73,73,98,74,91,,98,91
32225,27.831,76,80,76,74,,80,74
32327,27.933,77,73,79,54,,73,54
32428,28.034,79,52,78,60,,52,60
32529,28.135,78,70,79,49,,70,49
32630,28.236,78,70,77,78,,70,78
32732,28.338,78,67,79,59,,67,59
32833,28.439,77,80,79,63,,80,63
32934,28.54,78,77,80,49,,77,49
33035,28.641,78,79,76,93,,79,93
33137,28.743,80,62,78,76,,62,76
33238,28.844,79,69,80,55,,69,55
33339,28.945,79,72,79,72,,72,72
33440,29.046,80,68,82,44,,68,44
33542,29.148,80,64,79,74,,64,74
33643,29.249,79,72,81,52,,72,52
33744,29.35,79,73,79,76,,73,76
33845,29.451,79,75,81,51,,75,51
33947,29.553,79,78,79,78,,78,78
34048,29.654,80,70,80,66,,70,66
34149,29.755,80,71,80,69,,71,69
34250,29.856,81,61,81,55,,61,55
